title,id,date,category_id,view,like,comment,hour,min,sec,watched_time,description,thumbnail,channel_title,tags,dimension,definition,caption,licensed_content,topic_ids,relevant_topic_ids
신문물에 놀라는 방탄소년단,xaw1EnrcFbU,2022-02-07,24,12716280,296871,1020,0,0,1,2023-08-30T10:49:44.835Z,"#BTS #JIN #SEOKJIN #short #방탄 #진 #김석진 기본화질 4K~8K 선명하게 보세요.
(구독하시면 사랑스러운 석찌니를 더 빨리 만나보실수 있습니다!
채널주 두눈 크게뜨고 진&탄 악플,궁예 칼삭함! 원본 https://www.youtube.com/c/김석진사랑해/about  링크 참고)",https://i.ytimg.com/vi/xaw1EnrcFbU/default.jpg,김석진사랑해,"bts, jin, 석진, 김석진, 방탄, 방탄소년단, BTS, seokjin, kimseokjin",2d,hd,false,False,,
DADDYS BOY 💀,p7UI7SoSeFg,2023-05-15,22,1225833,79202,746,0,0,25,2023-08-30T10:49:18.257Z,#keshaeuw #leagueoflegends #twitch #nunu #gaming #shorts,https://i.ytimg.com/vi/p7UI7SoSeFg/default.jpg,KeshaEuw Shorts,,2d,hd,false,True,,
엠씨더맥스(이수) 사랑의시 mr제거,0WP0nrdAIpw,2023-04-08,10,270258,1942,358,0,0,34,2023-08-30T10:49:14.686Z,"#shorts #mcthemax #이수 #엠씨더맥스 #엠맥 #사랑의시 #김나박이
더빙입니다
원본 출처:1theK (원더케이)",https://i.ytimg.com/vi/0WP0nrdAIpw/default.jpg,루삥뽕rBB,"이수, 엠씨더맥스, 엠맥, mcthemax, 사랑의시, 김나박이",2d,hd,false,False,,
페이커 못 부르는 사람,QpRKb-pSjcc,2023-08-08,20,574428,8016,169,0,0,36,2023-08-30T10:48:18.487Z,,https://i.ytimg.com/vi/QpRKb-pSjcc/default.jpg,Wolf,"sup, 서포터, support, T1, Wolf, 울프, LOL, 리그오브레전드, League, of, legend, World, Champion, t1, 이재완",2d,hd,false,True,,
동에 번쩍 서에 번쩍 탈론,-0eQ_uPoles,2023-02-26,20,677220,5573,91,0,0,48,2023-08-30T10:47:33.554Z,"#shorts #탈론장인 #시간의숲 
✧٩( •́ ⌄ •́ ๑) 숲튜브 도비의 오늘의 한마디✧


ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ

광고 및 모든 문의 : starfish@starfishentertainment.co.kr

생방송은? 시간의 숲 아프리카tv : https://bj.afreecatv.com/qkfn1212
소통은? 시간의 숲 인스타그램 : https://www.instagram.com/forest__of_time/

장비 : 콕스 엔데버 텐키리스 RGB / 마우스 로지텍 G 102

아웃트로 - V O E - Giants [NCS Release]",https://i.ytimg.com/vi/-0eQ_uPoles/default.jpg,시간의 숲,"리그오브레전드, 탈론, 탑탈론, 미드탈론, 탈론1위, 탈론장인, 시간의숲, 탈론 콤보, 탈론 강의",2d,hd,false,True,,
사기꾼의 특징? #사기안당하는법 #나를지키는법 #shorts #사기꾼,HMdwHDMd5uU,2023-08-14,22,2622703,46812,1212,0,0,38,2023-08-30T10:47:30.869Z,"❤️매주 일.밤.9시.정기 라이브
""야밤의 고민상담실""
🧡상담센터ㅡ힐링캠퍼스 더공감 (실장)
010 4099 9623 문자주시면 차례대로 전화드립니다. 해외거주자 카톡문의.
❤박상미교수 강의 문의. 콘텐츠 협업 문의: 010 4470 8483 

💥상담센터안내💥
한국의미치료학회 소속 1급 전문 상담사님들이 대면ㆍ전화ㆍzoom 상담을 하고 계십니다.(유료) 전문상담사&정신과 의사의 상담을 받을 수 있어요.
우울/불안/무기력/대인관계/부부관계/개인/가족상담/청소년 상담/어린이모래 놀이치료 010 4099 9623(문자문의)
ㅡ주소: 서울 서초구 서초동 1487-32 힐링캠퍼스 더공감 빌딩 

💙박상미라디오는 학교밖 청소년ㆍ빈곤가정 청소년ㆍ보육원퇴소(보호종료)청년ㆍ미혼모 무료상담ㆍ교육비 지원에 앞장서고 있습니다. 유료 멤버십 회비 4.990원은 이분들을 후원합니다.
🧡저는 시간, 상담, 강연을 기부할게요. 여러분은 ""고민상담+힐링""받고 월 4.990원 기부하는 기쁨을 누려주세요!
💛함께 선한 영향력을 세상에 전해요! 
""구독"" 버튼 옆 ""가입""클릭
💚후원계좌 : 더공감 박상미 국민 085301-04-162467

🤎무료상담은 생활보호대상자 등 경제적 위기에 있는 분들께 제공합니다. *청소년 우선*

😊박상미😊
심리상담가이자 문화심리학자다.
현재, 한양대학교 일반대학원 협동과정 교수,  한국 의미치료학회 부회장 및 수련감독, 힐링캠퍼스 [더공감] 학장이다. 한양대학교에서 
박사학위를 받았고, 독일 학술교류처 DAAD 장학생으로 선발되어 독일에서 연구했다. 법무부 방송을 통해 전국 5만 7천여 명 교도소 재소자들을 위한 마음 치유 프로그램을 진행중이며,
공감ㆍ소통ㆍ치유ㆍ회복을 연구하는 치유자로서, 심리학 강연을 연 200회 이상 하고 있다. 

💚쓴 책들
우울한 마음도 습관입니다
https://product.kyobobook.co.kr/detail/S000201213991
박상미의 가족상담소
https://url.kr/1tp4s2
관계에도 연습이 필요합니다
http://naver.me/F6zDgQSl
마음아 넌 누구니
http://naver.me/G3tCMYWh
빅터 프랭클
http://m.yes24.com/Goods/Detail/105610947
내삶의 의미는 무엇인가
http://naver.me/5w5Jbotu
박상미의 고민사전
http://naver.me/F1RVnxVM
모든 인생에는 의미가 있다
https://naver.me/5ZvYBbdJ

👉심리상담사 교육: 
한국 의미치료학회
https://logotherapy.modoo.at/
👉박상미 페이스북
https://m.facebook.com/themindsangmi
👉박상미 인스타그램
https://www.instagram.com/sangmi_park96/
👉박상미 네이버카페
https://m.cafe.naver.com/skima7

#소시오패스 #가스라이팅 #나르시시스트 #박상미 #박상미교수 #심리상담 #심리상담센터 #고민상담 #고민라이브 #고민 #가족상담 #가족  #우울 #우울증 #자존감 #자신감 #성공 #습관 #긍정 #심리학 #심리 #회사 #동료 #가족갈등 #친구 #관계 #관계회복  #더공감 #마음치유 #공감 #소통  #자유  #전두엽 #유전자 #교도소 #재소자 #교화 #사기꾼 #범죄",https://i.ytimg.com/vi/HMdwHDMd5uU/default.jpg,박상미라디오,"박상미, 박상미교수, 심리, 심리상담, 고민, 고민상담, 가족, 가족상담, 갈등, 이혼, 불륜, 외도, 습관, 긍정, 치유, 힐링, 감사, 자살, 우울, 우울증, 힐링강의, 명상, 가족갈등, 대화, 관계, 동료, 회사, 심리학, 직장",2d,hd,false,True,,
Faker farm creep in turrets Best 😳 #shorts #FAKER #T1TV #T1WIN #T1Fighting,6DJrDSSqNkk,2022-11-24,22,3794876,109523,679,0,0,48,2023-08-30T10:45:43.461Z,"------------------------------------------------------------------

-A compilation of T1's funny Highlight, Mic Check
-Hit a ""Subscribe button"" to watch our latest video
A warm thank, and hope you enjoy our video


#T1WIN #T1Fighting #FAKER #ONER #KERIA #ZEUS #T1TV",https://i.ytimg.com/vi/6DJrDSSqNkk/default.jpg,T1 TV,"faker, gumayusi, keria, oner, t1, t1win, zeus, t1faker, t1 gumayusi, t1 keria, t1 zeus, faker highligh, gumayusi montage, keria gumayusi, #T1WIN, #T1Fighting",2d,hd,false,False,,
OKB 느리게 느리게 느리게,NCxHF6y_lw8,2023-08-30,22,1256,0,0,0,0,30,2023-08-30T10:45:40.292Z,,https://i.ytimg.com/vi/NCxHF6y_lw8/default.jpg,내복빵꾸,,2d,hd,false,False,,
프로가 등이 왜그럼?,nzivM2ZMEIw,2023-08-09,22,174010,1743,173,0,0,11,2023-08-30T10:45:28.262Z,,https://i.ytimg.com/vi/nzivM2ZMEIw/default.jpg,IFBB 조초헬스,,2d,hd,false,True,,
스눕독과의 작업이 힘든 에미넴 #쇼츠 #힙합 #스눕독 #에미넴 #래퍼 #작업실 #대마초 #콜라보레이션,65gHUQ4WqWs,2023-08-12,22,1286853,24448,309,0,0,14,2023-08-30T10:45:25.921Z,고통받는 에미넴 형님 #shorts #hiphop #snoopdogg #eminem #collaboration,https://i.ytimg.com/vi/65gHUQ4WqWs/default.jpg,검은머리외국인,,2d,hd,false,False,,
역대급 악플읽기 레전드,qNOhUtacoRk,2023-08-12,23,2911770,55238,2169,0,0,33,2023-08-30T10:44:49.041Z,#shorts,https://i.ytimg.com/vi/qNOhUtacoRk/default.jpg,한살차이 [Hansal],,2d,hd,false,True,,
팬서비스 떡밥 회수 ㄷㄷㄷ,W3VBIhA11G0,2023-08-07,10,5675034,164444,908,0,0,37,2023-08-30T10:44:09.226Z,,https://i.ytimg.com/vi/W3VBIhA11G0/default.jpg,팝캐스트 POPcast,"벤슨분, bensonboone, 벤슨분내한, 벤슨분 예린, 예린, 벤슨분한강, benson boone, benson boone hanriver, benson boone korea, 벤슨분버스킹, 한강버스킹, in the stars",2d,hd,false,False,,
친구끼리 왜 그래 #shorts,6zKXxPr2WQU,2023-08-30,23,1090330,20914,355,0,0,24,2023-08-30T10:43:42.037Z,"#다우소 #스케치코미디 #shorts #친구 



🎵Music provided by 브금대통령
🎵Track : 웃기고있네 - https://youtu.be/aY7VLF71pNM",https://i.ytimg.com/vi/6zKXxPr2WQU/default.jpg,다우소,"싱글벙글, 숏박스, 너덜트, 스낵타운, 킥서비스, 180초, 스케치코미디, 코믹숏무비, 코미디, 개그, 꽁트, 미녀, 개그우먼, 미녀개그우먼, 개그맨, 웃긴영상, 인기동영상, 다우소, 이송경, 성은우, 친구, 술, 집, 여사친, 남사친",2d,hd,false,True,,
HERALD OUTPLAY,e1IIlGROQ6M,2023-04-08,22,4140618,219583,763,0,0,34,2023-08-30T10:43:07.290Z,#keshaeuw #leagueoflegends #twitch #nunu #gaming #shorts,https://i.ytimg.com/vi/e1IIlGROQ6M/default.jpg,KeshaEuw Shorts,,2d,hd,false,True,,
도라이 수집가 유재석,fhpH3H3Kjl0,2023-07-01,24,3200612,63331,443,0,0,58,2023-08-30T10:42:05.246Z,"#shorts

당신의 1분을 재밌게 만들어줄게요👍",https://i.ytimg.com/vi/fhpH3H3Kjl0/default.jpg,1분대장,"예능, 레전드, 꿀잼, 쇼츠, 핑계고, 유재석, 정승환",2d,hd,false,False,,
[ENG] 커피 두세 잔은 핑계고,chcNLCpBhqI,2023-07-22,23,8186780,99423,3630,0,51,56,2023-08-30T10:23:36.864Z,"저번에 차태바리 만났을 때 토크로 제 속만 뒤집고 가서
이번에 제가 제대로 얘기 좀 해보려고 다시 불렀습니다.

사실 다~~ 핑계고🐓
태현이랑 커피 한 잔만 하고 헤어진 게 아쉬워서
제가 좋아하는 동생들인 인성이, 효주도 불러서 같이 떠들어제꼈습니다.

ㅡㅡㅡ
유선배 복지 콘텐츠 🐓핑계고🐓
우리도 언제 올릴지 몰라요 ⚠불시 업로드⚠
☁구독 & 좋아요 & 알림설정 필수☁

👇’뜬뜬’ 소식 보러가기
[https://instagram.com/ddeun._.ddeun]
#뜬뜬 #핑계고 #유재석 #차태현 #조인성 #한효주 #커피두세잔

- 본 콘텐츠와 무관한 내용의 댓글과 출연자에 대한 무분별한 욕설, 비난 및 조롱 등 악의적인 댓글은 무통보 삭제될 수 있습니다.",https://i.ytimg.com/vi/chcNLCpBhqI/default.jpg,뜬뜬 DdeunDdeun,,2d,hd,true,True,,
[ENG] 커피 한잔은 핑계고,SRyk6t77Er8,2023-02-25,23,7568229,113190,6276,0,56,31,2023-08-30T10:06:04.718Z,"6년 전, 동네 주민인 태현이랑 커피 한잔 하자~ 했는데 그걸 지금에야 하네요?
마침 연석이도 시간이 맞아 집 근처에서 모였는데요.

사실 다~~ 핑계고🐓
떠들어제끼는 걸로 멍뭉이판 한번 만들어 보려고 만났습니다🔥

ㅡㅡㅡ
유선배 복지 콘텐츠 🐓핑계고🐓
우리도 언제 올릴지 몰라요 ⚠불시 업로드⚠
☁구독 & 좋아요 & 알림설정 필수☁

👇’뜬뜬’ 소식 보러가기
https://instagram.com/ddeun._.ddeun

#뜬뜬 #핑계고 #유재석 #차태현 #유연석 #커피
.
.
*본 콘텐츠와 무관한 내용의 댓글과 출연자에 대한 무분별한 욕설, 비난 및 조롱 등 악의적인 댓글은 무통보 삭제될 수 있습니다.",https://i.ytimg.com/vi/SRyk6t77Er8/default.jpg,뜬뜬 DdeunDdeun,,2d,hd,true,True,,
[ENG] 미스터리는 핑계고,94IpRJfCXyA,2023-06-22,23,5409699,74941,3140,1,3,6,2023-08-30T07:31:38.502Z,"제가 정~말 좋아하고 미스터리에 일가견 있는 드라마 작가님이
저희에게 긴히 알려줄 따끈따끈한 소식이 있다고 해서 자리 한번 마련해봤습니다.

사실 다~~ 핑계고🐓

작가님과 제일 친한♥ 감독 형까지 모여서
토크로 아주 배부르게 떠들어제껴봤습니다.

ㅡㅡㅡ
유선배 복지 콘텐츠 🐓핑계고🐓
우리도 언제 올릴지 몰라요 ⚠불시 업로드⚠
☁구독 & 좋아요 & 알림설정 필수☁

👇’뜬뜬’ 소식 보러가기
[https://instagram.com/ddeun._.ddeun]
#뜬뜬 #핑계고 #유재석 #김은희 #장항준 #미스터리

- 본 콘텐츠와 무관한 내용의 댓글과 출연자에 대한 무분별한 욕설, 비난 및 조롱 등 악의적인 댓글은 무통보 삭제될 수 있습니다.",https://i.ytimg.com/vi/94IpRJfCXyA/default.jpg,뜬뜬 DdeunDdeun,,2d,hd,true,True,,
[ENG] 조찬 모임은 핑계고,xQjkPhVgvRo,2022-12-02,23,3769503,54467,2682,0,39,7,2023-08-30T06:36:20.362Z,"토요일 오전 8시, 동생들이랑 조찬 모임 가져봤습니다.
이 시대 교양인으로서 세계 경제에 대해 논해보려고 불렀는데
사실 다~~ 핑계고🐓 
이런 얘기~ 저런 얘기~ 떠들어제끼고 싶어서 만났습니다.

00:00 혼자 떠들어제낌
01:25 조찬모임 정시 시작했습니다
07:24 조남지대의 낭만이 있는 아침
14:44 유재석의 현실 아침
21:08 조찬모임 흉내
26:44 조남지대 킬링라이브
29:23 형도 얼굴로 여기까지 온 거 아니잖아요
32:25 토크 서비스 10분 추가
34:17 MZ토크하다 2차 노래방
36:51 토크 서비스 또또 추가
ㅡㅡㅡ
유선배 복지 콘텐츠 🐓핑계고🐓
우리도 언제 올릴지 몰라요 ⚠불시 업로드⚠
☁구독 & 좋아요 & 알림설정 필수☁

👇’뜬뜬’ 소식 보러가기
https://instagram.com/ddeun._.ddeun

#뜬뜬 #핑계고 #유재석 #조세호 #남창희 #조찬모임
.
.
*본 채널에 대한 허위사실과 출연자에 대한 무분별한 욕설, 비난 및 조롱 등 악의적인 댓글은 무통보 삭제될 수 있습니다.",https://i.ytimg.com/vi/xQjkPhVgvRo/default.jpg,뜬뜬 DdeunDdeun,"뜬뜬, 유재석, 조남지대, 조세호, 남창희, 토크, 조찬모임",2d,hd,true,True,,
[ENG] 또 작은 거인은 핑계고,TEaX_tp1AMQ,2023-05-27,23,1508919,21150,1009,0,37,17,2023-08-30T02:20:22.464Z,"동생들과 교양있게 커피 마시며 나눈 이야기 중 (경제, 문화 그리고 인간관계 etc...)
여러분께 들려드리고 싶은 토크만 쏙쏙 골라 더 나눠봤습니다.

사실 다~~ 핑계고🐓
한번 봐서 아시겠지만, 토크 참~ 좋아하는 동생들이라 시간 가는 줄 몰랐어요~

ㅡㅡㅡ
유선배 복지 콘텐츠 🐓핑계고🐓
우리도 언제 올릴지 몰라요 ⚠불시 업로드⚠
☁구독 & 좋아요 & 알림설정 필수☁

👇’뜬뜬’ 소식 보러가기
[https://instagram.com/ddeun._.ddeun]
#뜬뜬 #핑계고 #유재석 #남창희 #양세형 #유병재 #작은거인

- 본 콘텐츠와 무관한 내용의 댓글과 출연자에 대한 무분별한 욕설, 비난 및 조롱 등 악의적인 댓글은 무통보 삭제될 수 있습니다.",https://i.ytimg.com/vi/TEaX_tp1AMQ/default.jpg,뜬뜬 DdeunDdeun,,2d,hd,true,True,,
친구 데려온 아빠한테 잔소리하는 아들ㅋㅋㅋㅋ,Oh4id6LL2Fw,2023-08-03,1,11826398,244086,5179,0,0,34,2023-08-30T01:27:06.060Z,,https://i.ytimg.com/vi/Oh4id6LL2Fw/default.jpg,진짜 잠깐만,,2d,hd,false,True,,
These super athletes are doing the impossible 😳,jn_1Tuf92Ow,2022-05-19,17,146368950,6515722,13843,0,0,38,2023-08-30T01:26:57.218Z,"(via @mikelle.ivory)

(via @zigzigzog)

(via @officialshaquanparson)

(via @highonflips)",https://i.ytimg.com/vi/jn_1Tuf92Ow/default.jpg,Omar Raja - ESPN,,2d,hd,false,False,,
필살 오줌발사를 아세요?,sok2AXjwKwA,2023-08-11,20,841703,10849,143,0,0,50,2023-08-30T01:26:35.498Z,#shorts #제라스,https://i.ytimg.com/vi/sok2AXjwKwA/default.jpg,버르장신,"페이커 제라스, 제라스 서폿, 미드 제라스, 제라스 버프, 제라스 스킨, 제라스 강의, 엔마 제라스, 제라스 장인, 서폿 제라스, 제라스 매드무비, 제라스 궁, 제라스 카운터, 제라스 패치",2d,hd,false,True,,
딸기우유가 질린다고? 내가 환상의 맛을 보여준다,mI-66pK-zn4,2023-08-27,22,1353741,45228,375,0,0,1,2023-08-30T01:26:23.778Z,#쇼츠 #shorts,https://i.ytimg.com/vi/mI-66pK-zn4/default.jpg,이상한 과자가게  weird sweets shop,,2d,hd,false,True,,
Lawn Edging ▶4,rhmUOMUchA8,2021-08-13,24,228969996,3095817,4739,0,0,39,2023-08-30T01:26:22.737Z,,https://i.ytimg.com/vi/rhmUOMUchA8/default.jpg,Cyber Landscaping,"lawn, lawncare, grass, landscaping",2d,hd,false,True,,
비비 연애 시물레이션,pYF5TGdJ1xo,2023-08-29,10,1718899,34600,331,0,0,53,2023-08-30T01:25:02.789Z,#shrots #피식대학 #피식쇼 #정재형 #김민수 #이용주 #비비 #김형서 #연애시물레이션 #연애 #시물레이션 #미연시 #여친시점 #남친시점,https://i.ytimg.com/vi/pYF5TGdJ1xo/default.jpg,피식대학Psick Univ,,2d,hd,false,True,,
페라리 VS 자전거(?)의 레이싱 대결ㄷㄷ,6pAM4Rwn28Q,2023-08-16,22,3428129,68397,2197,0,0,52,2023-08-30T01:24:06.005Z,비즈니스 문의 : audtnswhshort@gmail.com,https://i.ytimg.com/vi/6pAM4Rwn28Q/default.jpg,명순조,,2d,hd,false,True,,
"""애니비아여, 인도하소서!"" | 2023 LCK 스프링 스플릿",h0O_XCbt6uc,2023-02-25,20,1083975,0,161,0,0,36,2023-08-30T01:23:17.065Z,"#LCK #WeMakeLegends  #Shorts

■LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 네이버: https://sports.news.naver.com/esports/index.nhn
- 아프리카TV: http://bj.afreecatv.com/aflol

■ LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 에셋으로, 무단으로 위 아티클을 무단 복제, 도용하거나 상업적으로 이용하는 행위는 위 권리들에 대한 침해에 해당하여 관련 법규에 의거 처벌될 수 있음을 안내드립니다.",https://i.ytimg.com/vi/h0O_XCbt6uc/default.jpg,LCK,"LCK, LCK Korea, 롤챔스, 티원, 에욱, SNL, LCK썸네일, 편집자, 스크, T1, SKT, skt, t1, 썸네일, DK, GEN, DRX, KT, HLE, POG, MVP, WORLDS, 롤드컵, MSI, ALLSTAR, lck 서머, lck 썸머, lck 써머, lck 스프링, lck summer, lck spring, LSB, NS, 한화생명, 농심, 케이티, 젠지, 아프리카, 담원, 브리온, Brion, BRO, 므시, 올스타, 매드무비, 위클리 코맨터리, MIC Check, MIC 첵, 롤분토론, 동준좌, 클템, 성캐, 위클리 매드무비, 전프시, 오프더레코드, 월드챔피언십, 단톡, 롤더넥, 마이크체크, 광동, 광동프릭스, KDF, Kwangdong Freecs, 베스트모먼트, 롤리나잇, 레알클래스, 성캐쇼, LCK10주년, 혓바닥터스, 헬리오스, 캡틴잭, 빠른별, 샤이, 리브샌박, 디플러스 기아, 디플",2d,hd,false,True,,
당신의 애시가 되고 싶어 🥶,NHGIzj-Icuc,2023-08-04,20,3285379,54789,536,0,0,1,2023-08-30T01:23:05.331Z,티모 게섰거라! #shorts,https://i.ytimg.com/vi/NHGIzj-Icuc/default.jpg,누누공주,"롤, 애쉬, 리그오브레전드, 애시, 아레나 모드, 좆모, 티모, 개모",2d,hd,false,False,,
울산 쫀드기 먹어본 사람?,cugbWYqJ0eU,2023-08-29,10,1212918,18929,448,0,0,36,2023-08-30T01:22:02.790Z,#shorts #피식대학 #피식쇼 #정재형 #김민수 #이용주 #비비 #김형서 #쫀드기 #울산쫀드기 #울산 #지역특산물 #특산물,https://i.ytimg.com/vi/cugbWYqJ0eU/default.jpg,피식대학Psick Univ,,2d,hd,false,True,,
이수 최고전성기 시절 해가목ㄷㄷ,pra-d-97CrE,2023-04-11,10,2131597,10998,1559,0,0,21,2023-08-30T01:21:32.431Z,#shorts #mcthemax #이수 #엠씨더맥스 #해가목 #해바라기도가끔목이아프죠 #김나박이,https://i.ytimg.com/vi/pra-d-97CrE/default.jpg,루삥뽕rBB,"이수, 해가목, 해바라기도가끔목이아프죠, 엠씨더맥스, mcthemax, 김나박이",2d,hd,false,False,,
일본에서 전설로 남았다는 움짤ㅋㅋㅋ.gif,vUpM9j8ql6c,2023-08-21,26,3379166,80236,1667,0,0,35,2023-08-30T01:20:45.213Z,"일본에서 전설로 남은 움짤ㅋㅋㅋ.gif

Shorts
쇼츠

구독하기, 좋아요 한번씩 눌러주시면 너무 감사하겠습니다 ㅎ_ㅎ
▶ https://goo.gl/c21mgR ◀구독하기!

똘킹 유튜브 채널입니다 
리그 오브 레전드, 각종 콘솔 비디오게임, 하이라이트 등등 재밌는 영상이 업로드됩니다

똘킹의 전용 홈페이지, 똘킹왕국!! 많은 가입 부탁드려요~
▶https://cafe.naver.com/ddolking555

트위치에서 스트리밍 중입니다!
▶https://www.twitch.tv/ddolking555

궁금하신점이나 문의메일은 여기로 보내주세요 
▶ddolking555@naver.com 

똘킹 인스타그램, 사생활을 보고싶다! 
▶https://www.instagram.com/ddolking555/

생방송 시간은평일 저녁 9시, 주말은 랜덤입니다

#shorts #쇼츠 #일본",https://i.ytimg.com/vi/vUpM9j8ql6c/default.jpg,똘킹,"리그오브레전드, LOL, 똘킹, 똘킹생방송, 똘킹트위치, ddolking555, 게임, 해도리, 롤 패치, PBE, 보겸, 랄로, 괴물쥐, 백크, 파카, Short, 저라뎃, 페이커, 롤드컵, 챌린저, 롤 프로, 롤 대회, 서폿, 서포터, Shorts, 쇼츠, 이상형월드컵, 이상형 월드컵, 무지개맛, 병병병, 팍플레이, 아케인, 롤 아케인, 넷플릭스 아케인, 롤토체스, TFT, 룬테라, 우주하마, 수탉, 너덜트, 웃긴영상, 피식대학",2d,hd,false,True,,
무대에서 모자란 멕시칸 놀렸더니,t8JcH9NbtUA,2023-08-18,23,1554012,29229,315,0,0,1,2023-08-30T01:20:34.172Z,"븅스타 @comicoreano
븅강의 ""아뜨거 첫경험 스페인어"" http://www.ahotspanish.com
븅서적 ""오늘의 불행은 내일의 농담거리"" http://www.yes24.com/Product/Goods/101481760
븅의 스페인 오디오 가이드  https://www.tourlive.co.kr/tour/1184
(모두 제가 직접 만든 코미꼬 굳즈들입니다)",https://i.ytimg.com/vi/t8JcH9NbtUA/default.jpg,코미꼬,"스페인어, 스페인어 공부, 김병선, kimbyungsun, comico coreano, 중남미 여행, 멕시코 여행, 스탠드 업 코미디",2d,hd,false,True,,
나 요즘 운동 배우잖아 #shorts,KBaSxMjk9ps,2023-07-21,23,768977,18833,529,0,0,38,2023-08-30T01:19:54.815Z,"#다우소 #스케치코미디 #shorts #ufc  



🎵Music provided by 브금대통령
🎵Track : 웃기고있네 - https://youtu.be/aY7VLF71pNM",https://i.ytimg.com/vi/KBaSxMjk9ps/default.jpg,다우소,"싱글벙글, 숏박스, 너덜트, 스낵타운, 킥서비스, 180초, 스케치코미디, 코믹숏무비, 코미디, 개그, 꽁트, 미녀, 개그우먼, 미녀개그우먼, 개그맨, 웃긴영상, 인기동영상, 홍대, 다우소, 신가은, 격투기, UFC, 검정, 무채색필름",2d,hd,false,True,,
여러분도 맞혀보세요,7TdF_kr-LYU,2023-08-25,24,139374,1364,79,0,0,39,2023-08-30T01:19:53.150Z,#경영자들 #양승원 #성대모사,https://i.ytimg.com/vi/7TdF_kr-LYU/default.jpg,경영자들,,2d,hd,false,True,,
샤코는 죽어서 박스를 남긴다 | topshaco,Rk1f8vtlykE,2023-01-31,20,200879,2785,42,0,0,1,2023-08-30T01:18:45.561Z,"풀영상 : https://youtu.be/nbp6QdIAxHM
생방송&다시보기 : https://www.twitch.tv/asa0921
#shorts #탑샤코 #샤코타임 #shaco #topshaco",https://i.ytimg.com/vi/Rk1f8vtlykE/default.jpg,샤코타임 Shacotime,"샤코, shaco, 노영진, 샤코1위, 샤코장인, 노령진, 클레이, clay, topshaco, korshaco",2d,hd,false,True,,
이 여성은 두려움에 떨며 직원에게 몰래 쪽지를 건넵니다,wxnMQQg8elk,2022-10-11,24,143995,7284,95,0,0,40,2023-08-30T01:17:57.852Z,"뚝딱 상식 뚝배기 한그릇하고 가세요!

E-mail : oneminsangsic@gmail.com",https://i.ytimg.com/vi/wxnMQQg8elk/default.jpg,뚝딱 상식 뚝배기,,2d,hd,false,True,,
포커페이스 변검술,CRlMGT6iIDE,2023-08-22,27,5992368,72225,374,0,0,59,2023-08-30T01:17:16.004Z,,https://i.ytimg.com/vi/CRlMGT6iIDE/default.jpg,트릭 혹은 진실,,2d,hd,false,True,,
기발한 아이디어가 돋보이는 인공 서핑장ㄷㄷ,BdQR-bdnN_E,2023-08-22,22,4131957,78408,1803,0,0,49,2023-08-30T01:16:03.145Z,비즈니스 문의 : audtnswhshort@gmail.com,https://i.ytimg.com/vi/BdQR-bdnN_E/default.jpg,명순조,,2d,hd,false,True,,
남자친구가 군대에 가요 #shorts,9E9EHIyahto,2023-08-27,23,402257,7452,499,0,0,1,2023-08-30T01:15:05.193Z,,https://i.ytimg.com/vi/9E9EHIyahto/default.jpg,유후의 피아노래,"곰신, 연애, 군대",2d,hd,false,True,,
